GENESIS-Tabelle: 12612-91-01-5-B
Lebendgeborene - Jahressumme - regionale Ebenen;;;
Statistik der Geburten;;;
;;;Lebendgeborene insgesamt
;;;Anzahl
2021;05366044;Zülpich;191
__________
"zu ""gesamte Tabelle"":
Baden-Württemberg (Berichtsjahr 2008-2010): Gebietsstand
01.01.2009
Baden-Württemberg (ab Berichtsjahr 2011): Gebietsstand
01.01.2011
Berlin: Gemeindetabelle liegt bis 2013 auch für Bezirke vor
Berlin (2016): ohne Lebendgeborene mit unbestimmten Ge-
schlecht
Rheinland-Pfalz (ab 2011): Gebietsstand des Folgejahres
Sachsen (2012): Gebietsstand 01.01.2013

ab 2016:
Baden-Württemberg, Bayern, Berlin, Brandenburg, Bremen,
Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen,
Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen,
Sachsen-Anhalt, Schleswig-Holstein: Die Ergebnisse können
Fälle mit unbestimmtem Geschlecht enthalten, die durch ein
definiertes Umschlüsselungsverfahren auf männlich und weib-
lich verteilt wurden.

zu ""Insgesamt"":
Deutschland (2016): nachrichtlich: einschließlich der Fälle
mit unbestimmten Geschlecht 792.141
Deutschland (2017): nachrichtlich: einschließlich der Fälle
mit unbestimmten Geschlecht 784.901"
"© Statistische Ämter des Bundes und der Länder, Deutschland, 2023.
Dieses Werk ist lizenziert unter der Datenlizenz Deutschland
- Namensnennung - Version 2.0."
Stand: 25.09.2023 / 16:28:08
